,stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_id_,composite_gtfs_stops_id
1348,R18N,28 St,40.745494,-73.988691,,R18,R18,R18
1349,R18S,28 St,40.745494,-73.988691,,R18,R18,R18
1350,R19,23 St,40.741303,-73.989344,1.0,R19,R19,R19
1351,R19N,23 St,40.741303,-73.989344,,R19,R19,R19
1352,R19S,23 St,40.741303,-73.989344,,R19,R19,R19
1353,R20,14 St-Union Sq,40.735736,-73.990568,1.0,R20,R20,635_L03_R20
1354,R20N,14 St-Union Sq,40.735736,-73.990568,,R20,R20,635_L03_R20
1355,R20S,14 St-Union Sq,40.735736,-73.990568,,R20,R20,635_L03_R20
1356,R21,8 St-NYU,40.730328,-73.992629,1.0,R21,R21,R21
1357,R21N,8 St-NYU,40.730328,-73.992629,,R21,R21,R21
1358,R21S,8 St-NYU,40.730328,-73.992629,,R21,R21,R21
1359,R22,Prince St,40.724329,-73.997702,1.0,R22,R22,R22
1360,R22N,Prince St,40.724329,-73.997702,,R22,R22,R22
1361,R22S,Prince St,40.724329,-73.997702,,R22,R22,R22
1362,R23,Canal St,40.719527,-74.001775,1.0,R23,R23,639_M20_Q01_R23
1363,R23N,Canal St,40.719527,-74.001775,,R23,R23,639_M20_Q01_R23
1364,R23S,Canal St,40.719527,-74.001775,,R23,R23,639_M20_Q01_R23
1365,R24,City Hall,40.713282,-74.006978,1.0,R24,R24,R24
1366,R24N,City Hall,40.713282,-74.006978,,R24,R24,R24
1367,R24S,City Hall,40.713282,-74.006978,,R24,R24,R24
1368,R25,Cortlandt St,40.710668,-74.011029,1.0,R25,R25,228_A36_E01_R25
1369,R25N,Cortlandt St,40.710668,-74.011029,,R25,R25,228_A36_E01_R25
1370,R25S,Cortlandt St,40.710668,-74.011029,,R25,R25,228_A36_E01_R25
1371,R26,Rector St,40.70722,-74.013342,1.0,R26,R26,R26
1372,R26N,Rector St,40.70722,-74.013342,,R26,R26,R26
1373,R26S,Rector St,40.70722,-74.013342,,R26,R26,R26
1374,R27,Whitehall St-South Ferry,40.703087,-74.012994,1.0,R27,R27,142_R27
1375,R27N,Whitehall St-South Ferry,40.703087,-74.012994,,R27,R27,142_R27
1376,R27S,Whitehall St-South Ferry,40.703087,-74.012994,,R27,R27,142_R27
1377,R28,Court St,40.6941,-73.991777,1.0,R28,R28,232_423_R28
1378,R28N,Court St,40.6941,-73.991777,,R28,R28,232_423_R28
1379,R28S,Court St,40.6941,-73.991777,,R28,R28,232_423_R28
1380,R29,Jay St-MetroTech,40.69218,-73.985942,1.0,R29,R29,A41_R29
1381,R29N,Jay St-MetroTech,40.69218,-73.985942,,R29,R29,A41_R29
1382,R29S,Jay St-MetroTech,40.69218,-73.985942,,R29,R29,A41_R29
1383,R30,DeKalb Av,40.690635,-73.981824,1.0,R30,R30,R30
1384,R30N,DeKalb Av,40.690635,-73.981824,,R30,R30,R30
1385,R30S,DeKalb Av,40.690635,-73.981824,,R30,R30,R30
1386,R31,Atlantic Av-Barclays Ctr,40.683666,-73.97881,1.0,R31,R31,235_D24_R31
1387,R31N,Atlantic Av-Barclays Ctr,40.683666,-73.97881,,R31,R31,235_D24_R31
1388,R31S,Atlantic Av-Barclays Ctr,40.683666,-73.97881,,R31,R31,235_D24_R31
1389,R32,Union St,40.677316,-73.98311,1.0,R32,R32,R32
1390,R32N,Union St,40.677316,-73.98311,,R32,R32,R32
1391,R32S,Union St,40.677316,-73.98311,,R32,R32,R32
1392,R33,4 Av-9 St,40.670847,-73.988302,1.0,R33,R33,F23_R33
1393,R33N,4 Av-9 St,40.670847,-73.988302,,R33,R33,F23_R33
1394,R33S,4 Av-9 St,40.670847,-73.988302,,R33,R33,F23_R33
1395,R34,Prospect Av,40.665414,-73.992872,1.0,R34,R34,R34
1396,R34N,Prospect Av,40.665414,-73.992872,,R34,R34,R34
1397,R34S,Prospect Av,40.665414,-73.992872,,R34,R34,R34
1398,R35,25 St,40.660397,-73.998091,1.0,R35,R35,R35
1399,R35N,25 St,40.660397,-73.998091,,R35,R35,R35
1400,R35S,25 St,40.660397,-73.998091,,R35,R35,R35
1401,R36,36 St,40.655144,-74.003549,1.0,R36,R36,R36
1402,R36N,36 St,40.655144,-74.003549,,R36,R36,R36
1403,R36S,36 St,40.655144,-74.003549,,R36,R36,R36
1404,R39,45 St,40.648939,-74.010006,1.0,R39,R39,R39
1405,R39N,45 St,40.648939,-74.010006,,R39,R39,R39
1406,R39S,45 St,40.648939,-74.010006,,R39,R39,R39
1407,R40,53 St,40.645069,-74.014034,1.0,R40,R40,R40
1408,R40N,53 St,40.645069,-74.014034,,R40,R40,R40
1409,R40S,53 St,40.645069,-74.014034,,R40,R40,R40
1410,R41,59 St,40.641362,-74.017881,1.0,R41,R41,R41
1411,R41N,59 St,40.641362,-74.017881,,R41,R41,R41
1412,R41S,59 St,40.641362,-74.017881,,R41,R41,R41
1413,R42,Bay Ridge Av,40.634967,-74.023377,1.0,R42,R42,R42
1414,R42N,Bay Ridge Av,40.634967,-74.023377,,R42,R42,R42
1415,R42S,Bay Ridge Av,40.634967,-74.023377,,R42,R42,R42
1416,R43,77 St,40.629742,-74.02551,1.0,R43,R43,R43
1417,R43N,77 St,40.629742,-74.02551,,R43,R43,R43
1418,R43S,77 St,40.629742,-74.02551,,R43,R43,R43
1419,R44,86 St,40.622687,-74.028398,1.0,R44,R44,R44
1420,R44N,86 St,40.622687,-74.028398,,R44,R44,R44
1421,R44S,86 St,40.622687,-74.028398,,R44,R44,R44
1422,R45,Bay Ridge-95 St,40.616622,-74.030876,1.0,R45,R45,R45
1423,R45N,Bay Ridge-95 St,40.616622,-74.030876,,R45,R45,R45
1424,R45S,Bay Ridge-95 St,40.616622,-74.030876,,R45,R45,R45
1425,S01,Franklin Av,40.680596,-73.955827,1.0,S01,S01,A45_S01
1426,S01N,Franklin Av,40.680596,-73.955827,,S01,S01,A45_S01
1427,S01S,Franklin Av,40.680596,-73.955827,,S01,S01,A45_S01
1428,S03,Park Pl,40.674772,-73.957624,1.0,S03,S03,S03
1429,S03N,Park Pl,40.674772,-73.957624,,S03,S03,S03
1430,S03S,Park Pl,40.674772,-73.957624,,S03,S03,S03
1431,S04,Botanic Garden,40.670343,-73.959245,1.0,S04,S04,239_S04
1432,S04N,Botanic Garden,40.670343,-73.959245,,S04,S04,239_S04
1433,S04S,Botanic Garden,40.670343,-73.959245,,S04,S04,239_S04
1434,S09,Tottenville,40.512764,-74.251961,1.0,S09,S09,S09
1435,S09N,Tottenville,40.512764,-74.251961,,S09,S09,S09
1436,S09S,Tottenville,40.512764,-74.251961,,S09,S09,S09
1437,S11,Arthur Kill,40.516578,-74.242096,1.0,S11,S11,S11
1438,S11N,Arthur Kill,40.516578,-74.242096,,S11,S11,S11
1439,S11S,Arthur Kill,40.516578,-74.242096,,S11,S11,S11
1440,S13,Richmond Valley,40.519631,-74.229141,1.0,S13,S13,S13
1441,S13N,Richmond Valley,40.519631,-74.229141,,S13,S13,S13
1442,S13S,Richmond Valley,40.519631,-74.229141,,S13,S13,S13
1443,S14,Pleasant Plains,40.52241,-74.217847,1.0,S14,S14,S14
1444,S14N,Pleasant Plains,40.52241,-74.217847,,S14,S14,S14
1445,S14S,Pleasant Plains,40.52241,-74.217847,,S14,S14,S14
1446,S15,Prince's Bay,40.525507,-74.200064,1.0,S15,S15,S15
1447,S15N,Prince's Bay,40.525507,-74.200064,,S15,S15,S15
1448,S15S,Prince's Bay,40.525507,-74.200064,,S15,S15,S15
1449,S16,Huguenot,40.533674,-74.191794,1.0,S16,S16,S16
1450,S16N,Huguenot,40.533674,-74.191794,,S16,S16,S16
1451,S16S,Huguenot,40.533674,-74.191794,,S16,S16,S16
1452,S17,Annadale,40.54046,-74.178217,1.0,S17,S17,S17
1453,S17N,Annadale,40.54046,-74.178217,,S17,S17,S17
1454,S17S,Annadale,40.54046,-74.178217,,S17,S17,S17
1455,S18,Eltingville,40.544601,-74.16457,1.0,S18,S18,S18
1456,S18N,Eltingville,40.544601,-74.16457,,S18,S18,S18
1457,S18S,Eltingville,40.544601,-74.16457,,S18,S18,S18
1458,S19,Great Kills,40.551231,-74.151399,1.0,S19,S19,S19
1459,S19N,Great Kills,40.551231,-74.151399,,S19,S19,S19
1460,S19S,Great Kills,40.551231,-74.151399,,S19,S19,S19
1461,S20,Bay Terrace,40.5564,-74.136907,1.0,S20,S20,S20
1462,S20N,Bay Terrace,40.5564,-74.136907,,S20,S20,S20
1463,S20S,Bay Terrace,40.5564,-74.136907,,S20,S20,S20
1464,S21,Oakwood Heights,40.56511,-74.12632,1.0,S21,S21,S21
1465,S21N,Oakwood Heights,40.56511,-74.12632,,S21,S21,S21
1466,S21S,Oakwood Heights,40.56511,-74.12632,,S21,S21,S21
1467,S22,New Dorp,40.57348,-74.11721,1.0,S22,S22,S22
1468,S22N,New Dorp,40.57348,-74.11721,,S22,S22,S22
1469,S22S,New Dorp,40.57348,-74.11721,,S22,S22,S22
1470,S23,Grant City,40.578965,-74.109704,1.0,S23,S23,S23
1471,S23N,Grant City,40.578965,-74.109704,,S23,S23,S23
1472,S23S,Grant City,40.578965,-74.109704,,S23,S23,S23
1473,S24,Jefferson Av,40.583591,-74.103338,1.0,S24,S24,S24
1474,S24N,Jefferson Av,40.583591,-74.103338,,S24,S24,S24
1475,S24S,Jefferson Av,40.583591,-74.103338,,S24,S24,S24
1476,S25,Dongan Hills,40.588849,-74.09609,1.0,S25,S25,S25
1477,S25N,Dongan Hills,40.588849,-74.09609,,S25,S25,S25
1478,S25S,Dongan Hills,40.588849,-74.09609,,S25,S25,S25
1479,S26,Old Town,40.596612,-74.087368,1.0,S26,S26,S26
1480,S26N,Old Town,40.596612,-74.087368,,S26,S26,S26
1481,S26S,Old Town,40.596612,-74.087368,,S26,S26,S26
1482,S27,Grasmere,40.603117,-74.084087,1.0,S27,S27,S27
1483,S27N,Grasmere,40.603117,-74.084087,,S27,S27,S27
1484,S27S,Grasmere,40.603117,-74.084087,,S27,S27,S27
1485,S28,Clifton,40.621319,-74.071402,1.0,S28,S28,S28
1486,S28N,Clifton,40.621319,-74.071402,,S28,S28,S28
1487,S28S,Clifton,40.621319,-74.071402,,S28,S28,S28
1488,S29,Stapleton,40.627915,-74.075162,1.0,S29,S29,S29
1489,S29N,Stapleton,40.627915,-74.075162,,S29,S29,S29
1490,S29S,Stapleton,40.627915,-74.075162,,S29,S29,S29
1491,S30,Tompkinsville,40.636949,-74.074835,1.0,S30,S30,S30
1492,S30N,Tompkinsville,40.636949,-74.074835,,S30,S30,S30
1493,S30S,Tompkinsville,40.636949,-74.074835,,S30,S30,S30
1494,S31,St George,40.643748,-74.073643,1.0,S31,S31,S31
1495,S31N,St George,40.643748,-74.073643,,S31,S31,S31
1496,S31S,St George,40.643748,-74.073643,,S31,S31,S31
